"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year","week"
"10124","Democrats please do not distance yourselves from Nancy Pelosi. She is a wonderful person whose ideas &amp; policies may be bad but who should definitely be given a 4th chance. She is trying very hard &amp; has every right to take down the Democrat Party if she has veered too far left!",2018-08-10,32663,141243,"Democrats please do not distance yourselves from Nancy Pelosi. She is a wonderful person whose ideas &amp; policies may be bad but who should definitely be given a 4th chance. She is trying very hard &amp; has every right to take down the Democrat Party if she has veered too far left!",1.8,"positive",173906,2018-08-01,2018-01-01,2018-08-06
"10125","I have just authorized a doubling of Tariffs on Steel and Aluminum with respect to Turkey as their currency the Turkish Lira slides rapidly downward against our very strong Dollar! Aluminum will now be 20% and Steel 50%. Our relations with Turkey are not good at this time!",2018-08-10,37812,122264,"I have just authorized a doubling of Tariffs on Steel and Aluminum with respect to Turkey as their currency the Turkish Lira slides rapidly downward against our very strong Dollar! Aluminum will now be 20% and Steel 50%. Our relations with Turkey are not good at this time!",2.35,"positive",160076,2018-08-01,2018-01-01,2018-08-06
"10126",".....Be happy be cool! A football game that fans are paying soooo much money to watch and enjoy is no place to protest. Most of that money goes to the players anyway. Find another way to protest. Stand proudly for your National Anthem or be Suspended Without Pay!",2018-08-10,34559,170619,".....Be happy be cool! A football game that fans are paying soooo much money to watch and enjoy is no place to protest. Most of that money goes to the players anyway. Find another way to protest. Stand proudly for your National Anthem or be Suspended Without Pay!",3.05,"positive",205178,2018-08-01,2018-01-01,2018-08-06
"10131","Congressman Ted Yoho of Florida is doing a fantastic job and has my complete and total Endorsement! Tough on Crime and Borders Ted was really helpful on Tax Cuts. Vote all the way for Ted in the upcoming Primary - he will never let you down!",2018-08-09,18215,77731,"Congressman Ted Yoho of Florida is doing a fantastic job and has my complete and total Endorsement! Tough on Crime and Borders Ted was really helpful on Tax Cuts. Vote all the way for Ted in the upcoming Primary - he will never let you down!",2,"positive",95946,2018-08-01,2018-01-01,2018-08-06
"10136","Congratulations to @LenaEpstein of Michigan on a job well done. Also thanks for your great support!",2018-08-08,11358,61473,"Congratulations to @LenaEpstein of Michigan on a job well done. Also thanks for your great support!",3.15,"positive",72831,2018-08-01,2018-01-01,2018-08-06
"10137","As long as I campaign and/or support Senate and House candidates (within reason) they will win! I LOVE the people &amp; they certainly seem to like the job I’m doing. If I find the time in between China Iran the Economy and much more which I must we will have a giant Red Wave!",2018-08-08,21445,95310,"As long as I campaign and/or support Senate and House candidates (within reason) they will win! I LOVE the people &amp; they certainly seem to like the job I’m doing. If I find the time in between China Iran the Economy and much more which I must we will have a giant Red Wave!",2.85,"positive",116755,2018-08-01,2018-01-01,2018-08-06
"10140","Congratulations to Josh Hawley on your big Senate Primary win in Missouri. I look forward to working with you toward a big win in November. We need you in Washington!",2018-08-08,16129,76981,"Congratulations to Josh Hawley on your big Senate Primary win in Missouri. I look forward to working with you toward a big win in November. We need you in Washington!",2.95,"positive",93110,2018-08-01,2018-01-01,2018-08-06
"10141","Congratulations to Bill Schuette. You will have a Big win in November and be a tremendous Governor for the Great State of Michigan. Lots of car and other companies moving back!",2018-08-08,16434,80623,"Congratulations to Bill Schuette. You will have a Big win in November and be a tremendous Governor for the Great State of Michigan. Lots of car and other companies moving back!",2,"positive",97057,2018-08-01,2018-01-01,2018-08-06
"10142","Congratulations to a future STAR of the Republican Party future Senator John James. A big and bold victory tonight in the Great State of Michigan - the first of many. November can’t come fast enough!",2018-08-08,23723,107531,"Congratulations to a future STAR of the Republican Party future Senator John James. A big and bold victory tonight in the Great State of Michigan - the first of many. November can’t come fast enough!",2.85,"positive",131254,2018-08-01,2018-01-01,2018-08-06
"10143",".....Congratulations to Troy Balderson on a great win in Ohio. A very special and important race!",2018-08-08,16811,83437,".....Congratulations to Troy Balderson on a great win in Ohio. A very special and important race!",3.3,"positive",100248,2018-08-01,2018-01-01,2018-08-06
"10144","When I decided to go to Ohio for Troy Balderson he was down in early voting 64 to 36. That was not good. After my speech on Saturday night there was a big turn for the better. Now Troy wins a great victory during a very tough time of the year for voting. He will win BIG in Nov.",2018-08-08,20677,100341,"When I decided to go to Ohio for Troy Balderson he was down in early voting 64 to 36. That was not good. After my speech on Saturday night there was a big turn for the better. Now Troy wins a great victory during a very tough time of the year for voting. He will win BIG in Nov.",4.55,"positive",121018,2018-08-01,2018-01-01,2018-08-06
"10145","Today on the 236th anniversary of the Purple Heart we honor the members of our Armed Forces for serving as the vanguard of American democracy and freedom around the world. #PurpleHeartDay https://t.co/NghmQ4BOKh",2018-08-07,16917,74931,"Today on the 236th anniversary of the Purple Heart we honor the members of our Armed Forces for serving as the vanguard of American democracy and freedom around the world. #PurpleHeartDay https://t.co/NghmQ4BOKh",2.4,"positive",91848,2018-08-01,2018-01-01,2018-08-06
"10153","Kris Kobach a strong and early supporter of mine is running for Governor of the Great State of Kansas.  He is a fantastic guy who loves his State and our Country - he will be a GREAT Governor and has my full &amp; total Endorsement! Strong on Crime Border &amp; Military. VOTE TUESDAY!",2018-08-06,18391,76717,"Kris Kobach a strong and early supporter of mine is running for Governor of the Great State of Kansas. He is a fantastic guy who loves his State and our Country - he will be a GREAT Governor and has my full &amp; total Endorsement! Strong on Crime Border &amp; Military. VOTE TUESDAY!",3.25,"positive",95108,2018-08-01,2018-01-01,2018-08-06
"10154","Great financial numbers being announced on an almost daily basis. Economy has never been better jobs at best point in history. Fixing our terrible Trade Deals is a priority-and going very well. Immigration on Merit Based System to take care of the companies coming back to U.S.A.",2018-08-06,17792,74883,"Great financial numbers being announced on an almost daily basis. Economy has never been better jobs at best point in history. Fixing our terrible Trade Deals is a priority-and going very well. Immigration on Merit Based System to take care of the companies coming back to U.S.A.",3.6,"positive",92675,2018-08-01,2018-01-01,2018-08-06
"10158","Presidential Approval numbers are very good - strong economy military and just about everything else. Better numbers than Obama at this point by far. We are winning on just about every front and for that reason there will not be a Blue Wave but there might be a Red Wave!",2018-08-05,29214,135598,"Presidential Approval numbers are very good - strong economy military and just about everything else. Better numbers than Obama at this point by far. We are winning on just about every front and for that reason there will not be a Blue Wave but there might be a Red Wave!",4.4,"positive",164812,2018-08-01,2018-01-01,2018-07-30
"10163","Tariffs are working big time. Every country on earth wants to take wealth out of the U.S. always to our detriment. I say as they comeTax them. If they don’t want to be taxed let them make or build the product in the U.S. In either event it means jobs and great wealth.....",2018-08-05,16604,75150,"Tariffs are working big time. Every country on earth wants to take wealth out of the U.S. always to our detriment. I say as they comeTax them. If they don’t want to be taxed let them make or build the product in the U.S. In either event it means jobs and great wealth.....",1.1,"positive",91754,2018-08-01,2018-01-01,2018-07-30
"10167","Thank you Ohio. I love you! https://t.co/HYSaQOB6GW",2018-08-05,13891,61483,"Thank you Ohio. I love you! https://t.co/HYSaQOB6GW",1.25,"positive",75374,2018-08-01,2018-01-01,2018-07-30
"10173","Tariffs are working far better than anyone ever anticipated. China market has dropped 27% in last 4months and they are talking to us. Our market is stronger than ever and will go up dramatically when these horrible Trade Deals are successfully renegotiated. America First.......",2018-08-04,20071,86527,"Tariffs are working far better than anyone ever anticipated. China market has dropped 27% in last 4months and they are talking to us. Our market is stronger than ever and will go up dramatically when these horrible Trade Deals are successfully renegotiated. America First.......",1.8,"positive",106598,2018-08-01,2018-01-01,2018-07-30
"10174","HAPPY BIRTHDAY @USCG! https://t.co/cQo41jcoKn",2018-08-04,12303,60706,"HAPPY BIRTHDAY @USCG! https://t.co/cQo41jcoKn",1.55,"positive",73009,2018-08-01,2018-01-01,2018-07-30
"10176","Will be going to Ohio tonight to campaign for Troy Balderson for the big Congressional Special Election on Tuesday. Early voting is on. Troy is strong on Crime the Border &amp; loves our Military Vets &amp; 2nd Amendment. His opponent is a puppet of Nancy Pelosi/high taxes.",2018-08-04,15637,70696,"Will be going to Ohio tonight to campaign for Troy Balderson for the big Congressional Special Election on Tuesday. Early voting is on. Troy is strong on Crime the Border &amp; loves our Military Vets &amp; 2nd Amendment. His opponent is a puppet of Nancy Pelosi/high taxes.",1.3,"positive",86333,2018-08-01,2018-01-01,2018-07-30
"10177","Lebron James was just interviewed by the dumbest man on television Don Lemon. He made Lebron look smart which isn’t easy to do. I like Mike!",2018-08-04,49313,180381,"Lebron James was just interviewed by the dumbest man on television Don Lemon. He made Lebron look smart which isn’t easy to do. I like Mike!",1.55,"positive",229694,2018-08-01,2018-01-01,2018-07-30
"10181","Almost 500000 Manufacturing Jobs created since I won the Election. Remember when my opponents were saying that we couldn’t create this type of job anymore. Wrong in fact these are among our best and most important jobs!",2018-08-03,22625,98844,"Almost 500000 Manufacturing Jobs created since I won the Election. Remember when my opponents were saying that we couldn’t create this type of job anymore. Wrong in fact these are among our best and most important jobs!",1.6,"positive",121469,2018-08-01,2018-01-01,2018-07-30
"10185","Marsha Blackburn had a BIG win last night in the Tennessee primary for U.S. Senate. She is an outstanding person &amp; great supporter of mine. Congratulations Marsha we need you very badly in the Senate to vote for our agenda. Your next opponent will vote against all we are doing!",2018-08-03,15808,70395,"Marsha Blackburn had a BIG win last night in the Tennessee primary for U.S. Senate. She is an outstanding person &amp; great supporter of mine. Congratulations Marsha we need you very badly in the Senate to vote for our agenda. Your next opponent will vote against all we are doing!",2.85,"positive",86203,2018-08-01,2018-01-01,2018-07-30
"10188","Congratulations to Bill Lee of Tennessee on his big primary win for Governor last night.  He ran a great campaign and now will finish off the job in November. Bill has my total and enthusiastic Endorsement!",2018-08-03,16043,77708,"Congratulations to Bill Lee of Tennessee on his big primary win for Governor last night. He ran a great campaign and now will finish off the job in November. Bill has my total and enthusiastic Endorsement!",3.6,"positive",93751,2018-08-01,2018-01-01,2018-07-30
"10189","Thank you Pennsylvania. I love you! https://t.co/qoswnBZb3f",2018-08-03,18236,80610,"Thank you Pennsylvania. I love you! https://t.co/qoswnBZb3f",1.25,"positive",98846,2018-08-01,2018-01-01,2018-07-30
"10191","Looking forward to being in the Great State of Ohio on Saturday night where I will be campaigning hard for a truly talented future Congressman @Troy_Balderson. See you all then! Tickets: https://t.co/8UOykaI8uf https://t.co/jHdtAy5fgj",2018-08-02,9501,40419,"Looking forward to being in the Great State of Ohio on Saturday night where I will be campaigning hard for a truly talented future Congressman @Troy_Balderson. See you all then! Tickets: https://t.co/8UOykaI8uf https://t.co/jHdtAy5fgj",1.1,"positive",49920,2018-08-01,2018-01-01,2018-07-30
"10192","When the House and Senate meet on the very important Farm Bill – we love our farmers - hopefully they will be able to leave the WORK REQUIREMENTS FOR FOOD STAMPS PROVISION that the House approved. Senate should go to 51 votes!",2018-08-02,13769,63019,"When the House and Senate meet on the very important Farm Bill – we love our farmers - hopefully they will be able to leave the WORK REQUIREMENTS FOR FOOD STAMPS PROVISION that the House approved. Senate should go to 51 votes!",3.5,"positive",76788,2018-08-01,2018-01-01,2018-07-30
"10193","Pennsylvania has to love Trump because unlike all of the others before me I am bringing STEEL BACK in a VERY BIG way. Plants opening up in Pennsylvania and all over the Country and Congressman Lou Barletta who is running for the Senate in Pennsylvania is really helping!",2018-08-02,17076,80304,"Pennsylvania has to love Trump because unlike all of the others before me I am bringing STEEL BACK in a VERY BIG way. Plants opening up in Pennsylvania and all over the Country and Congressman Lou Barletta who is running for the Senate in Pennsylvania is really helping!",1.4,"positive",97380,2018-08-01,2018-01-01,2018-07-30
"10194","Looking forward to being in the Great State of Pennsylvania where we had a tremendous victory in the Election. Will be campaigning hard for an original supporter Lou Barletta to replace a weak an ineffective Senator Bob Casey. Lou is tough and smart loves PA and our Country!",2018-08-02,13812,64860,"Looking forward to being in the Great State of Pennsylvania where we had a tremendous victory in the Election. Will be campaigning hard for an original supporter Lou Barletta to replace a weak an ineffective Senator Bob Casey. Lou is tough and smart loves PA and our Country!",2.35,"positive",78672,2018-08-01,2018-01-01,2018-07-30
"10195","Congressman Steve Stivers of Ohio has done a fantastic job as Chairman of the @NRCC. He is a great Congressman who is tough on crime &amp; borders &amp; an inspiration to our Military &amp; Vets. Big on 2nd Amendment. Get out and vote for Steve on Aug 7th. He has my full &amp; total endorsement!",2018-08-02,1508,5746,"Congressman Steve Stivers of Ohio has done a fantastic job as Chairman of the @NRCC. He is a great Congressman who is tough on crime &amp; borders &amp; an inspiration to our Military &amp; Vets. Big on 2nd Amendment. Get out and vote for Steve on Aug 7th. He has my full &amp; total endorsement!",2.75,"positive",7254,2018-08-01,2018-01-01,2018-07-30
"10199","Thank you to Chairman Kim Jong Un for keeping your word &amp; starting the process of sending home the remains of our great and beloved missing fallen! I am not at all surprised that you took this kind action. Also thank you for your nice letter - l look forward to seeing you soon!",2018-08-02,26299,130250,"Thank you to Chairman Kim Jong Un for keeping your word &amp; starting the process of sending home the remains of our great and beloved missing fallen! I am not at all surprised that you took this kind action. Also thank you for your nice letter - l look forward to seeing you soon!",2.6,"positive",156549,2018-08-01,2018-01-01,2018-07-30
"10200","Congratulations to  @GreggJarrett on The TREMENDOUS success of his just out book “The Russia Hoax The Illicit Scheme To Clear Hillary Clinton &amp; Frame Donald Trump.” Already number one on Amazon. Hard work from a brilliant guy. It’s the Real Story of the Rigged Witch Hunt!",2018-08-02,17180,70597,"Congratulations to @GreggJarrett on The TREMENDOUS success of his just out book “The Russia Hoax The Illicit Scheme To Clear Hillary Clinton &amp; Frame Donald Trump.” Already number one on Amazon. Hard work from a brilliant guy. It’s the Real Story of the Rigged Witch Hunt!",1.15,"positive",87777,2018-08-01,2018-01-01,2018-07-30
"10205","It was my great honor to be joined by leading pastors and faith leaders from across our Nation today at the @WhiteHouse! https://t.co/6sS1zGA1p7",2018-08-01,15638,65957,"It was my great honor to be joined by leading pastors and faith leaders from across our Nation today at the @WhiteHouse! https://t.co/6sS1zGA1p7",2.35,"positive",81595,2018-08-01,2018-01-01,2018-07-30
"10212",".....remain in the FBI while he himself was being investigated. This is a real issue. It won’t go into a Mueller Report because Mueller is going to protect these guys. Mueller has an interest in creating the illusion of objectivity around his investigation.” ALAN DERSHOWITZ....",2018-08-01,16547,64593,".....remain in the FBI while he himself was being investigated. This is a real issue. It won’t go into a Mueller Report because Mueller is going to protect these guys. Mueller has an interest in creating the illusion of objectivity around his investigation.” ALAN DERSHOWITZ....",1.75,"positive",81140,2018-08-01,2018-01-01,2018-07-30
"10214","Thank you Florida. I love you!https://t.co/M5T81DZVUU",2018-08-01,17690,75106,"Thank you Florida. I love you!https://t.co/M5T81DZVUU",1.25,"positive",92796,2018-08-01,2018-01-01,2018-07-30
"10219",".@SenJohnBarrasso has a Primary on August 21st. He doesn’t need any help because he is absolutely outstanding in every way but I hope the great people of Wyoming will go out and show their support anyway. John is absolutely top of the line &amp; has my Complete &amp; Total Endorsement!",2018-07-31,11264,46723,".@SenJohnBarrasso has a Primary on August 21st. He doesn’t need any help because he is absolutely outstanding in every way but I hope the great people of Wyoming will go out and show their support anyway. John is absolutely top of the line &amp; has my Complete &amp; Total Endorsement!",3.35,"positive",57987,2018-07-01,2018-01-01,2018-07-30
"10220","Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong on crime and borders loves our Military Vets and Second Amendment. Get out and vote for David on Thursday August 2nd. He has my Full and Total Endorsement!",2018-07-31,13301,56547,"Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong on crime and borders loves our Military Vets and Second Amendment. Get out and vote for David on Thursday August 2nd. He has my Full and Total Endorsement!",2.65,"positive",69848,2018-07-01,2018-01-01,2018-07-30
"10222","Will be in Tampa tonight. A big year for @RepDeSantis who will be a great governor for Florida. Strong on Crime Borders and our 2nd Amendment. Big help on Tax &amp; Regulation Cuts. Loves our Military &amp; our Vets. Has my Full &amp; Total Endorsement!",2018-07-31,13410,56186,"Will be in Tampa tonight. A big year for @RepDeSantis who will be a great governor for Florida. Strong on Crime Borders and our 2nd Amendment. Big help on Tax &amp; Regulation Cuts. Loves our Military &amp; our Vets. Has my Full &amp; Total Endorsement!",1.5,"positive",69596,2018-07-01,2018-01-01,2018-07-30
"10228","The globalist Koch Brothers who have become a total joke in real Republican circles are against Strong Borders and Powerful Trade. I never sought their support because I don’t need their money or bad ideas. They love my Tax &amp; Regulation Cuts Judicial picks &amp; more. I made.....",2018-07-31,22095,88242,"The globalist Koch Brothers who have become a total joke in real Republican circles are against Strong Borders and Powerful Trade. I never sought their support because I don’t need their money or bad ideas. They love my Tax &amp; Regulation Cuts Judicial picks &amp; more. I made.....",2.45,"positive",110337,2018-07-01,2018-01-01,2018-07-30
"10230","A highly respected Federal judge today stated that the “Trump Administration gets great credit” for reuniting illegal families. Thank you and please look at the previous administrations record - not good!",2018-07-31,21905,88708,"A highly respected Federal judge today stated that the “Trump Administration gets great credit” for reuniting illegal families. Thank you and please look at the previous administrations record - not good!",3.05,"positive",110613,2018-07-01,2018-01-01,2018-07-30
"10231","Congratulations to our new @DeptVetAffairs Secretary Robert Wilkie! https://t.co/6erqWJzuiK",2018-07-30,8963,42660,"Congratulations to our new @DeptVetAffairs Secretary Robert Wilkie! https://t.co/6erqWJzuiK",1.55,"positive",51623,2018-07-01,2018-01-01,2018-07-30
"10232","Thank you to @RandPaul for your YES on a future great Justice of the Supreme Court Brett Kavanaugh. Your vote means a lot to me and to everyone who loves our Country!",2018-07-30,16807,79854,"Thank you to @RandPaul for your YES on a future great Justice of the Supreme Court Brett Kavanaugh. Your vote means a lot to me and to everyone who loves our Country!",4.3,"positive",96661,2018-07-01,2018-01-01,2018-07-30
"10233","...that Open Borders large scale Crime and abolishing ICE is good for them we must get smart and finally do what must be done for the Safety and Security of our Country!",2018-07-30,13975,62004,"...that Open Borders large scale Crime and abolishing ICE is good for them we must get smart and finally do what must be done for the Safety and Security of our Country!",1.7,"positive",75979,2018-07-01,2018-01-01,2018-07-30
"10235","Congratulations to Judge Jeanine on the tremendous success of her new #1 best-selling book “Liars Leakers and Liberals – The Case Against the Anti-Trump Conspiracy!”",2018-07-30,18383,90837,"Congratulations to Judge Jeanine on the tremendous success of her new #1 best-selling book “Liars Leakers and Liberals – The Case Against the Anti-Trump Conspiracy!”",2.1,"positive",109220,2018-07-01,2018-01-01,2018-07-30
"10237",".@Troy_Balderson of Ohio is running for Congress - so important to the Republican Party. Troy is strong on crime and Borders loves our Military our Vets and our Second Amendment. Troy will strongly protect...",2018-07-30,8773,38263,".@Troy_Balderson of Ohio is running for Congress - so important to the Republican Party. Troy is strong on crime and Borders loves our Military our Vets and our Second Amendment. Troy will strongly protect...",2.85,"positive",47036,2018-07-01,2018-01-01,2018-07-30
"10238","Congratulations to General John Kelly. Today we celebrate his first full year as @WhiteHouse Chief of Staff! https://t.co/JWCaJ3GhHV",2018-07-30,12906,67743,"Congratulations to General John Kelly. Today we celebrate his first full year as @WhiteHouse Chief of Staff! https://t.co/JWCaJ3GhHV",1.65,"positive",80649,2018-07-01,2018-01-01,2018-07-30
"10240","It is my great honor to welcome Prime Minister @GiuseppeConteIT of Italy to the @WhiteHouse! Join us at 2:00pmE for our joint press conference: https://t.co/XAchZ3zUSe https://t.co/5t4QVsKKqH",2018-07-30,10545,49097,"It is my great honor to welcome Prime Minister @GiuseppeConteIT of Italy to the @WhiteHouse! Join us at 2:00pmE for our joint press conference: https://t.co/XAchZ3zUSe https://t.co/5t4QVsKKqH",2.35,"positive",59642,2018-07-01,2018-01-01,2018-07-30
"10241","We must have Border Security get rid of Chain Lottery Catch &amp; Release Sanctuary Cities - go to Merit based Immigration. Protect ICE and Law Enforcement and of course keep building but much faster THE WALL!",2018-07-30,29494,116486,"We must have Border Security get rid of Chain Lottery Catch &amp; Release Sanctuary Cities - go to Merit based Immigration. Protect ICE and Law Enforcement and of course keep building but much faster THE WALL!",2.7,"positive",145980,2018-07-01,2018-01-01,2018-07-30
"10246","...accurately. 90% of media coverage of my Administration is negative despite the tremendously positive results we are achieving it’s no surprise that confidence in the media is at an all time low! I will not allow our great country to be sold out by anti-Trump haters in the...",2018-07-29,13322,44052,"...accurately. 90% of media coverage of my Administration is negative despite the tremendously positive results we are achieving it’s no surprise that confidence in the media is at an all time low! I will not allow our great country to be sold out by anti-Trump haters in the...",2.95,"positive",57374,2018-07-01,2018-01-01,2018-07-23
"10249","I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!",2018-07-29,34842,135850,"I would be willing to “shut down” government if the Democrats do not give us the votes for Border Security which includes the Wall! Must get rid of Lottery Catch &amp; Release etc. and finally go to system of Immigration based on MERIT! We need great people coming into our Country!",1.95,"positive",170692,2018-07-01,2018-01-01,2018-07-23
"10254","Wow highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan. There must be something wrong please recheck that poll!",2018-07-29,22102,102444,"Wow highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan. There must be something wrong please recheck that poll!",1.5,"positive",124546,2018-07-01,2018-01-01,2018-07-23
"10255","Tom Homan fmr ICE Director: “There is nobody that has done more for border security &amp; public safety than President Trump. I’ve worked for six presidents and I respect them all but nobody has done more than this Administration &amp; President Trump that’s just a stone cold fact!”",2018-07-29,22644,87009,"Tom Homan fmr ICE Director: “There is nobody that has done more for border security &amp; public safety than President Trump. I’ve worked for six presidents and I respect them all but nobody has done more than this Administration &amp; President Trump that’s just a stone cold fact!”",1.2,"positive",109653,2018-07-01,2018-01-01,2018-07-23
"10260","Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong on crime and borders loves our Military Vets and Second Amendment. Get out and vote for David on Thursday August 2nd. He has my full and total Endorsement!",2018-07-27,17754,72793,"Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong on crime and borders loves our Military Vets and Second Amendment. Get out and vote for David on Thursday August 2nd. He has my full and total Endorsement!",2.65,"positive",90547,2018-07-01,2018-01-01,2018-07-23
"10262","The @USNavy’s first female Admiral Alene Duerk once said: “It was a nice distinction to have and to be recognized as the first but I wanted to make certain that I used that notoriety to do as much positive as I could.” Alene did just that and America is forever grateful! https://t.co/tOqkzqGVG7",2018-07-27,12594,54602,"The @USNavy’s first female Admiral Alene Duerk once said: “It was a nice distinction to have and to be recognized as the first but I wanted to make certain that I used that notoriety to do as much positive as I could.” Alene did just that and America is forever grateful! https://t.co/tOqkzqGVG7",4.2,"positive",67196,2018-07-01,2018-01-01,2018-07-23
"10265",".@Troy_Balderson of Ohio is running for Congress - so important to the Republican Party. Cast you early vote or vote on August 7th. Troy is strong on crime and borders loves our Military our Vets and our Second Amendment. He has my full and total Endorsement!",2018-07-27,12197,47293,".@Troy_Balderson of Ohio is running for Congress - so important to the Republican Party. Cast you early vote or vote on August 7th. Troy is strong on crime and borders loves our Military our Vets and our Second Amendment. He has my full and total Endorsement!",2,"positive",59490,2018-07-01,2018-01-01,2018-07-23
"10266",".@JohnJamesMI who is running in the Republican Primary in the great state of Michigan is SPECTACULAR! Vote on August 7th. Rarely have I seen a candidate with such great potential. West Point graduate successful businessman and a African American leader...",2018-07-27,19280,70735,".@JohnJamesMI who is running in the Republican Primary in the great state of Michigan is SPECTACULAR! Vote on August 7th. Rarely have I seen a candidate with such great potential. West Point graduate successful businessman and a African American leader...",3.15,"positive",90015,2018-07-01,2018-01-01,2018-07-23
"10267","...John is strong on crime and borders loves our Military our Vets and our Second Amendment. He will be a star. He has my full and total Endorsement!",2018-07-27,12493,53484,"...John is strong on crime and borders loves our Military our Vets and our Second Amendment. He will be a star. He has my full and total Endorsement!",1.85,"positive",65977,2018-07-01,2018-01-01,2018-07-23
"10269",".....I did NOT know of the meeting with my son Don jr. Sounds to me like someone is trying to make up stories in order to get himself out of an unrelated jam (Taxi cabs maybe?). He even retained Bill and Crooked Hillary’s lawyer. Gee I wonder if they helped him make the choice!",2018-07-27,20471,86807,".....I did NOT know of the meeting with my son Don jr. Sounds to me like someone is trying to make up stories in order to get himself out of an unrelated jam (Taxi cabs maybe?). He even retained Bill and Crooked Hillary’s lawyer. Gee I wonder if they helped him make the choice!",1.55,"positive",107278,2018-07-01,2018-01-01,2018-07-23
"10273","The Remains of American Servicemen will soon be leaving North Korea and heading to the United States! After so many years this will be a great moment for so many families. Thank you to Kim Jong Un.",2018-07-27,22907,104925,"The Remains of American Servicemen will soon be leaving North Korea and heading to the United States! After so many years this will be a great moment for so many families. Thank you to Kim Jong Un.",1.5,"positive",127832,2018-07-01,2018-01-01,2018-07-23
"10276",".@AlanDersh a brilliant lawyer who although a Liberal Democrat who probably didn’t vote for me has discussed the Witch Hunt with great clarity and in a very positive way. He has written a new and very important book...",2018-07-26,16652,72787,".@AlanDersh a brilliant lawyer who although a Liberal Democrat who probably didn’t vote for me has discussed the Witch Hunt with great clarity and in a very positive way. He has written a new and very important book...",3.65,"positive",89439,2018-07-01,2018-01-01,2018-07-23
"10279","The United States will impose large sanctions on Turkey for their long time detainment of Pastor Andrew Brunson a great Christian family man and wonderful human being. He is suffering greatly. This innocent man of faith should be released immediately!",2018-07-26,33097,122313,"The United States will impose large sanctions on Turkey for their long time detainment of Pastor Andrew Brunson a great Christian family man and wonderful human being. He is suffering greatly. This innocent man of faith should be released immediately!",1.05,"positive",155410,2018-07-01,2018-01-01,2018-07-23
"10281","Heading to Dubuque Iowa and then Granite City Illinois. Looking  forward to being with many great friends!",2018-07-26,11856,67926,"Heading to Dubuque Iowa and then Granite City Illinois. Looking forward to being with many great friends!",1.1,"positive",79782,2018-07-01,2018-01-01,2018-07-23
"10284","Great to be back on track with the European Union. This was a big day for free and fair trade!",2018-07-26,21560,105281,"Great to be back on track with the European Union. This was a big day for free and fair trade!",2,"positive",126841,2018-07-01,2018-01-01,2018-07-23
"10286","Obviously the European Union as represented by @JunckerEU and the United States as represented by yours truly love each other! https://t.co/42ImacgCN0",2018-07-25,11952,52406,"Obviously the European Union as represented by @JunckerEU and the United States as represented by yours truly love each other! https://t.co/42ImacgCN0",1.5,"positive",64358,2018-07-01,2018-01-01,2018-07-23
"10287","...along quickly. European Union Nations will be open to the United States and at the same time benefiting by everything we are doing for them. There was great warmth and feeling in the room - a breakthrough has been quickly made that nobody thought possible!",2018-07-25,10787,50035,"...along quickly. European Union Nations will be open to the United States and at the same time benefiting by everything we are doing for them. There was great warmth and feeling in the room - a breakthrough has been quickly made that nobody thought possible!",2.25,"positive",60822,2018-07-01,2018-01-01,2018-07-23
"10288","Great meeting on Trade today with @JunckerEU and representatives of the European Union. We have come to a very strong understanding and are all believers in no tariffs no barriers and no subsidies. Work on documents has already started and the process is moving...",2018-07-25,13051,60165,"Great meeting on Trade today with @JunckerEU and representatives of the European Union. We have come to a very strong understanding and are all believers in no tariffs no barriers and no subsidies. Work on documents has already started and the process is moving...",3.05,"positive",73216,2018-07-01,2018-01-01,2018-07-23
"10290","Sergio Marchionne who passed away today was one of the most brilliant &amp; successful car executives since the days of the legendary Henry Ford. It was a great honor for me to get to know Sergio as POTUS he loved the car industry and fought hard for it. He will be truly missed!",2018-07-25,11896,62125,"Sergio Marchionne who passed away today was one of the most brilliant &amp; successful car executives since the days of the legendary Henry Ford. It was a great honor for me to get to know Sergio as POTUS he loved the car industry and fought hard for it. He will be truly missed!",3.75,"positive",74021,2018-07-01,2018-01-01,2018-07-23
"10291","This week my Administration is hosting the first-ever #IRFMinisterial. The U.S. will continue to promote #ReligiousFreedom around the world. Nations that support religious freedom are far more free prosperous &amp; peaceful. Great job @VP @SecPompeo @IRF_Ambassador &amp; @StateDept!",2018-07-25,12572,52366,"This week my Administration is hosting the first-ever #IRFMinisterial. The U.S. will continue to promote #ReligiousFreedom around the world. Nations that support religious freedom are far more free prosperous &amp; peaceful. Great job @VP @SecPompeo @IRF_Ambassador &amp; @StateDept!",4.95,"positive",64938,2018-07-01,2018-01-01,2018-07-23
