"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"9295","As you know earlier today there was a horrific shooting targeting and killing Jewish Americans at the Tree of Life Synagogue in Pittsburgh Pennsylvania. The shooter is in custody and federal authorities have been dispatched to support state and local police... https://t.co/WqO7GfPyMT",2018-10-27,14824,59427,"As you know earlier today there was a horrific shooting targeting and killing Jewish Americans at the Tree of Life Synagogue in Pittsburgh Pennsylvania. The shooter is in custody and federal authorities have been dispatched to support state and local police... https://t.co/WqO7GfPyMT",-2.5,"negative",74251,2018-10-01,2018-01-01
"9296","Events in Pittsburgh are far more devastating than originally thought. Spoke with Mayor and Governor to inform them that the Federal Government has been and will be with them all the way. I will speak to the media shortly and make further statement at Future Farmers of America.",2018-10-27,19942,88602,"Events in Pittsburgh are far more devastating than originally thought. Spoke with Mayor and Governor to inform them that the Federal Government has been and will be with them all the way. I will speak to the media shortly and make further statement at Future Farmers of America.",-1.25,"negative",108544,2018-10-01,2018-01-01
"9300","Martha McSally is a great warrior her opponent a Nancy Pelosi Wacko! https://t.co/QEUdPWDDud",2018-10-27,18292,62466,"Martha McSally is a great warrior her opponent a Nancy Pelosi Wacko! https://t.co/QEUdPWDDud",-1.6,"negative",80758,2018-10-01,2018-01-01
"9314","Twitter has removed many people from my account and more importantly they have seemingly done something that makes it much harder to join - they have stifled growth to a point where it is obvious to all. A few weeks ago it was a Rocket Ship now it is a Blimp! Total Bias?",2018-10-26,41805,141176,"Twitter has removed many people from my account and more importantly they have seemingly done something that makes it much harder to join - they have stifled growth to a point where it is obvious to all. A few weeks ago it was a Rocket Ship now it is a Blimp! Total Bias?",-1,"negative",182981,2018-10-01,2018-01-01
"9316","Funny how lowly rated CNN and others can criticize me at will even blaming me for the current spate of Bombs and ridiculously comparing this to September 11th and the Oklahoma City bombing yet when I criticize them they go wild and scream “it’s just not Presidential!”",2018-10-26,37097,148166,"Funny how lowly rated CNN and others can criticize me at will even blaming me for the current spate of Bombs and ridiculously comparing this to September 11th and the Oklahoma City bombing yet when I criticize them they go wild and scream “it’s just not Presidential!”",-4.5,"negative",185263,2018-10-01,2018-01-01
"9331","A very big part of the Anger we see today in our society is caused by the purposely false and inaccurate reporting of the Mainstream Media that I refer to as Fake News. It has gotten so bad and hateful that it is beyond description. Mainstream Media must clean up its act FAST!",2018-10-25,50880,180911,"A very big part of the Anger we see today in our society is caused by the purposely false and inaccurate reporting of the Mainstream Media that I refer to as Fake News. It has gotten so bad and hateful that it is beyond description. Mainstream Media must clean up its act FAST!",-3.1,"negative",231791,2018-10-01,2018-01-01
"9333","The so-called experts on Trump over at the New York Times wrote a long and boring article on my cellphone usage that is so incorrect I do not have time here to correct it. I only use Government Phones and have only one seldom used government cell phone. Story is soooo wrong!",2018-10-25,20274,78067,"The so-called experts on Trump over at the New York Times wrote a long and boring article on my cellphone usage that is so incorrect I do not have time here to correct it. I only use Government Phones and have only one seldom used government cell phone. Story is soooo wrong!",-1.7,"negative",98341,2018-10-01,2018-01-01
"9347","The people of Puerto Rico are wonderful but the inept politicians are trying to use the massive and ridiculously high amounts of hurricane/disaster funding to pay off other obligations. The U.S. will NOT  bail out long outstanding &amp; unpaid obligations with hurricane relief money!",2018-10-23,24465,94401,"The people of Puerto Rico are wonderful but the inept politicians are trying to use the massive and ridiculously high amounts of hurricane/disaster funding to pay off other obligations. The U.S. will NOT bail out long outstanding &amp; unpaid obligations with hurricane relief money!",-1.4,"negative",118866,2018-10-01,2018-01-01
"9363","“Shock report: US paying more for illegal immigrant births than Trump’s wall” https://t.co/FX3ljN7kPS",2018-10-22,27762,63697,"“Shock report: US paying more for illegal immigrant births than Trump’s wall” https://t.co/FX3ljN7kPS",-1.85,"negative",91459,2018-10-01,2018-01-01
"9366","Every time you see a Caravan or people illegally coming or attempting to come into our Country illegally think of and blame the Democrats for not giving us the votes to change our pathetic Immigration Laws! Remember the Midterms! So unfair to those who come in legally.",2018-10-22,39052,137935,"Every time you see a Caravan or people illegally coming or attempting to come into our Country illegally think of and blame the Democrats for not giving us the votes to change our pathetic Immigration Laws! Remember the Midterms! So unfair to those who come in legally.",-1.45,"negative",176987,2018-10-01,2018-01-01
"9367","Sadly it looks like Mexico’s Police and Military are unable to stop the Caravan heading to the Southern Border of the United States. Criminals and unknown Middle Easterners are mixed in. I have alerted Border Patrol and Military that this is a National Emergy. Must change laws!",2018-10-22,38048,142983,"Sadly it looks like Mexico’s Police and Military are unable to stop the Caravan heading to the Southern Border of the United States. Criminals and unknown Middle Easterners are mixed in. I have alerted Border Patrol and Military that this is a National Emergy. Must change laws!",-2.65,"negative",181031,2018-10-01,2018-01-01
"9372","The Caravans are a disgrace to the Democrat Party. Change the immigration laws NOW!",2018-10-21,26281,104872,"The Caravans are a disgrace to the Democrat Party. Change the immigration laws NOW!",-1,"negative",131153,2018-10-01,2018-01-01
"9373","Full efforts are being made to stop the onslaught of illegal aliens from crossing our Souther Border. People have to apply for asylum in Mexico first and if they fail to do that the U.S. will turn them away. The courts are asking the U.S. to do things that are not doable!",2018-10-21,28591,111021,"Full efforts are being made to stop the onslaught of illegal aliens from crossing our Souther Border. People have to apply for asylum in Mexico first and if they fail to do that the U.S. will turn them away. The courts are asking the U.S. to do things that are not doable!",-3.15,"negative",139612,2018-10-01,2018-01-01
"9375","All levels of government and Law Enforcement are watching carefully for VOTER FRAUD including during EARLY VOTING. Cheat at your own peril. Violators will be subject to maximum penalties both civil and criminal!",2018-10-21,45084,141329,"All levels of government and Law Enforcement are watching carefully for VOTER FRAUD including during EARLY VOTING. Cheat at your own peril. Violators will be subject to maximum penalties both civil and criminal!",-3,"negative",186413,2018-10-01,2018-01-01
"9383","If the Democrats would stop being obstructionists and come together we could write up and agree to new immigration laws in less than one hour. Look at the needless  pain and suffering that they are causing. Look at the horrors taking place on the Border. Chuck &amp; Nancy call me!",2018-10-20,32030,110699,"If the Democrats would stop being obstructionists and come together we could write up and agree to new immigration laws in less than one hour. Look at the needless pain and suffering that they are causing. Look at the horrors taking place on the Border. Chuck &amp; Nancy call me!",-2.45,"negative",142729,2018-10-01,2018-01-01
"9409","....The assault on our country at our Southern Border including the Criminal elements and DRUGS pouring in is far more important to me as President than Trade or the USMCA. Hopefully Mexico will stop this onslaught at their Northern Border. All Democrats fault for weak laws!",2018-10-18,24107,90065,"....The assault on our country at our Southern Border including the Criminal elements and DRUGS pouring in is far more important to me as President than Trade or the USMCA. Hopefully Mexico will stop this onslaught at their Northern Border. All Democrats fault for weak laws!",-1.95,"negative",114172,2018-10-01,2018-01-01
"9410","....In addition to stopping all payments to these countries which seem to have almost no control over their population I must in the strongest of terms ask Mexico to stop this onslaught - and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!..",2018-10-18,39817,150942,"....In addition to stopping all payments to these countries which seem to have almost no control over their population I must in the strongest of terms ask Mexico to stop this onslaught - and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!..",-1.55,"negative",190759,2018-10-01,2018-01-01
"9411","I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala Honduras and El Salvador whose leaders are doing little to stop this large flow of people INCLUDING MANY CRIMINALS from entering Mexico to U.S.....",2018-10-18,23266,85238,"I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala Honduras and El Salvador whose leaders are doing little to stop this large flow of people INCLUDING MANY CRIMINALS from entering Mexico to U.S.....",-1.65,"negative",108504,2018-10-01,2018-01-01
"9421","Republicans must make the horrendous weak and outdated immigration laws and the Border a part of the Midterms!",2018-10-17,17319,66398,"Republicans must make the horrendous weak and outdated immigration laws and the Border a part of the Midterms!",-2,"negative",83717,2018-10-01,2018-01-01
"9431","Anybody entering the United States illegally will be arrested and detained prior to being sent back to their country!",2018-10-17,42553,170768,"Anybody entering the United States illegally will be arrested and detained prior to being sent back to their country!",-1.1,"negative",213321,2018-10-01,2018-01-01
"9440","“Federal Judge throws out Stormy Danials lawsuit versus Trump. Trump is entitled to full legal fees.” @FoxNews Great now I can go after Horseface and her 3rd rate lawyer in the Great State of Texas. She will confirm the letter she signed! She knows nothing about me a total con!",2018-10-16,28414,122638,"“Federal Judge throws out Stormy Danials lawsuit versus Trump. Trump is entitled to full legal fees.” @FoxNews Great now I can go after Horseface and her 3rd rate lawyer in the Great State of Texas. She will confirm the letter she signed! She knows nothing about me a total con!",-1.35,"negative",151052,2018-10-01,2018-01-01
"9448","Pocahontas (the bad version) sometimes referred to as Elizabeth Warren is getting slammed. She took a bogus DNA test and it showed that she may be 1/1024 far less than the average American. Now Cherokee Nation denies her “DNA test is useless.” Even they don’t want her. Phony!",2018-10-16,28140,121754,"Pocahontas (the bad version) sometimes referred to as Elizabeth Warren is getting slammed. She took a bogus DNA test and it showed that she may be 1/1024 far less than the average American. Now Cherokee Nation denies her “DNA test is useless.” Even they don’t want her. Phony!",-3.5,"negative",149894,2018-10-01,2018-01-01
"9454","Will be leaving for Florida and Georgia with the First Lady to tour the hurricane damage and visit with FEMA First Responders and Law Enforcement. Maximum effort is taking place everyone is working very hard. Worst hit in 50 years!",2018-10-15,11710,62217,"Will be leaving for Florida and Georgia with the First Lady to tour the hurricane damage and visit with FEMA First Responders and Law Enforcement. Maximum effort is taking place everyone is working very hard. Worst hit in 50 years!",-2.4,"negative",73927,2018-10-01,2018-01-01
"9456","“The only way to shut down the Democrats new Mob Rule strategy is to stop them cold at the Ballot Box. The fight for America’s future is never over!” Ben Shapiro",2018-10-15,26942,100364,"“The only way to shut down the Democrats new Mob Rule strategy is to stop them cold at the Ballot Box. The fight for America’s future is never over!” Ben Shapiro",-1.15,"negative",127306,2018-10-01,2018-01-01
"9508","Hurricane on its way to the Florida Pan Handle with major elements arriving tomorrow. Could also hit in later stage parts of Georgia and unfortunately North Carolina and South Carolina again...",2018-10-09,8742,37931,"Hurricane on its way to the Florida Pan Handle with major elements arriving tomorrow. Could also hit in later stage parts of Georgia and unfortunately North Carolina and South Carolina again...",-1.65,"negative",46673,2018-10-01,2018-01-01
"9523","You don’t hand matches to an arsonist and you don’t give power to an angry left-wing mob. Democrats have become too EXTREME and TOO DANGEROUS to govern. Republicans believe in the rule of law - not the rule of the mob. VOTE REPUBLICAN!",2018-10-07,67746,228025,"You don’t hand matches to an arsonist and you don’t give power to an angry left-wing mob. Democrats have become too EXTREME and TOO DANGEROUS to govern. Republicans believe in the rule of law - not the rule of the mob. VOTE REPUBLICAN!",-1.65,"negative",295771,2018-10-01,2018-01-01
"9532","Just out: 3.7% Unemployment is the lowest number since 1969!",2018-10-05,37512,159724,"Just out: 3.7% Unemployment is the lowest number since 1969!",-1.35,"negative",197236,2018-10-01,2018-01-01
"9544","The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE get it far better than the politicians. Most importantly this great life cannot be ruined by mean &amp; despicable Democrats and totally uncorroborated allegations!",2018-10-04,34356,139389,"The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE get it far better than the politicians. Most importantly this great life cannot be ruined by mean &amp; despicable Democrats and totally uncorroborated allegations!",-2.5,"negative",173745,2018-10-01,2018-01-01
"9577","Wow! Just starting to hear the Democrats who are only thinking Obstruct and Delay are starting to put out the word that the “time” and “scope” of FBI looking into Judge Kavanaugh and witnesses is not enough. Hello! For them it will never be enough - stay tuned and watch!",2018-09-30,37794,141208,"Wow! Just starting to hear the Democrats who are only thinking Obstruct and Delay are starting to put out the word that the “time” and “scope” of FBI looking into Judge Kavanaugh and witnesses is not enough. Hello! For them it will never be enough - stay tuned and watch!",-1,"negative",179002,2018-09-01,2018-01-01
"9584","Senator Richard Blumenthal must talk about his fraudulent service in Vietnam where for 12 years he told the people of Connecticut as their Attorney General that he was a great Marine War Hero. Talked about his many battles of near death but was never in Vietnam. Total Phony!",2018-09-29,46252,142169,"Senator Richard Blumenthal must talk about his fraudulent service in Vietnam where for 12 years he told the people of Connecticut as their Attorney General that he was a great Marine War Hero. Talked about his many battles of near death but was never in Vietnam. Total Phony!",-1.55,"negative",188421,2018-09-01,2018-01-01
"9592","Jobless Claims fell to their lowest level in 49 years!",2018-09-26,20615,96037,"Jobless Claims fell to their lowest level in 49 years!",-1.65,"negative",116652,2018-09-01,2018-01-01
"9617","Today we commit to fighting the drug epidemic together! #UNGA https://t.co/XgaYTOBrSK",2018-09-24,12692,57775,"Today we commit to fighting the drug epidemic together! #UNGA https://t.co/XgaYTOBrSK",-1.9,"negative",70467,2018-09-01,2018-01-01
"9632","Senator Feinstein and the Democrats held the letter for months only to release it with a bang after the hearings were OVER - done very purposefully to Obstruct &amp; Resist &amp; Delay. Let her testify or not and TAKE THE VOTE!",2018-09-21,26673,92136,"Senator Feinstein and the Democrats held the letter for months only to release it with a bang after the hearings were OVER - done very purposefully to Obstruct &amp; Resist &amp; Delay. Let her testify or not and TAKE THE VOTE!",-1.85,"negative",118809,2018-09-01,2018-01-01
"9633","Senator Feinstein and the Democrats  held the letter for months only to release it with a bang after the hearings were OVER - done very purposefully to Obstruct &amp; Resist &amp; Delay. Let her testify or not and TAKE THE VOTE!",2018-09-21,453,1294,"Senator Feinstein and the Democrats held the letter for months only to release it with a bang after the hearings were OVER - done very purposefully to Obstruct &amp; Resist &amp; Delay. Let her testify or not and TAKE THE VOTE!",-1.85,"negative",1747,2018-09-01,2018-01-01
"9639","Judge Brett Kavanaugh is a fine man with an impeccable reputation who is under assault by radical left wing politicians who don’t want to know the answers they just want to destroy and delay. Facts don’t matter. I go through this with them every single day in D.C.",2018-09-21,29293,113450,"Judge Brett Kavanaugh is a fine man with an impeccable reputation who is under assault by radical left wing politicians who don’t want to know the answers they just want to destroy and delay. Facts don’t matter. I go through this with them every single day in D.C.",-1.45,"negative",142743,2018-09-01,2018-01-01
"9663","“The recovery got started on Election Day 2016. It took Trump’s Tax Cuts and Regulation Cuts to get the economy booming. Before that it was the worst and slowest economic recovery since the Great Depression. It took just 6 months for Trump to get to 3% even though they said.....",2018-09-19,19078,78493,"“The recovery got started on Election Day 2016. It took Trump’s Tax Cuts and Regulation Cuts to get the economy booming. Before that it was the worst and slowest economic recovery since the Great Depression. It took just 6 months for Trump to get to 3% even though they said.....",-1.6,"negative",97571,2018-09-01,2018-01-01
"9671","...that FEMA our Military and our First Responders who are all unbelievable are a disaster and not doing a good job. This will be a total lie but that’s what they do and everybody knows it!",2018-09-18,10930,51785,"...that FEMA our Military and our First Responders who are all unbelievable are a disaster and not doing a good job. This will be a total lie but that’s what they do and everybody knows it!",-1.5,"negative",62715,2018-09-01,2018-01-01
"9684","Americans deserve to know the lowest drug price at their pharmacy but “gag clauses” prevent your pharmacist from telling you! I support legislation that will remove gag clauses and urge the Senate to act. #AmericanPatientsFirst",2018-09-17,23716,87932,"Americans deserve to know the lowest drug price at their pharmacy but “gag clauses” prevent your pharmacist from telling you! I support legislation that will remove gag clauses and urge the Senate to act. #AmericanPatientsFirst",-1.1,"negative",111648,2018-09-01,2018-01-01
"9686","“Lisa Page Testimony- NO EVIDENCE OF COLLUSION BEFORE MUELLER APPOINTMENT.” @FoxNews by Catherine Herridge. Therefore the case should never have been allowed to be brought. It is a totally illegal Witch Hunt!",2018-09-17,22975,80400,"“Lisa Page Testimony- NO EVIDENCE OF COLLUSION BEFORE MUELLER APPOINTMENT.” @FoxNews by Catherine Herridge. Therefore the case should never have been allowed to be brought. It is a totally illegal Witch Hunt!",-1.9,"negative",103375,2018-09-01,2018-01-01
"9692","Watch @MariaBartiromo at 6:00 P.M. on @FoxBusiness. Russian Hoax the big topic! Mainstream Media often referred to as the Fake News Media hates to discuss the real facts!",2018-09-16,10224,44001,"Watch @MariaBartiromo at 6:00 P.M. on @FoxBusiness. Russian Hoax the big topic! Mainstream Media often referred to as the Fake News Media hates to discuss the real facts!",-1.6,"negative",54225,2018-09-01,2018-01-01
"9694","Just watched Sunday Morning Futures with @MariaBartiromo on @FoxNews. This show is MANDATORY watching if you want to understand the massive governmental corruption and the Russian Hoax. It will be rebroadcast this evening at 6:00 P.M. on @FoxBusiness. A must see!",2018-09-16,14458,42487,"Just watched Sunday Morning Futures with @MariaBartiromo on @FoxNews. This show is MANDATORY watching if you want to understand the massive governmental corruption and the Russian Hoax. It will be rebroadcast this evening at 6:00 P.M. on @FoxBusiness. A must see!",-2.35,"negative",56945,2018-09-01,2018-01-01
"9696","The illegal Mueller Witch Hunt continues in search of a crime. There was never Collusion with Russia except by the Clinton campaign so the 17 Angry Democrats are looking at anything they can find. Very unfair and BAD for the country. ALSO not allowed under the LAW!",2018-09-16,25751,98778,"The illegal Mueller Witch Hunt continues in search of a crime. There was never Collusion with Russia except by the Clinton campaign so the 17 Angry Democrats are looking at anything they can find. Very unfair and BAD for the country. ALSO not allowed under the LAW!",-4.65,"negative",124529,2018-09-01,2018-01-01
"9698","Five deaths have been recorded thus far with regard to hurricane Florence! Deepest sympathies and warmth go out to the families and friends of the victims. May God be with them!",2018-09-15,15176,77738,"Five deaths have been recorded thus far with regard to hurricane Florence! Deepest sympathies and warmth go out to the families and friends of the victims. May God be with them!",-1.05,"negative",92914,2018-09-01,2018-01-01
"9700","While my (our) poll numbers are good with the Economy being the best ever if it weren’t for the Rigged Russian Witch Hunt they would be 25 points higher! Highly conflicted Bob Mueller &amp; the 17 Angry Democrats are using this Phony issue to hurt us in the Midterms. No Collusion!",2018-09-15,21389,83819,"While my (our) poll numbers are good with the Economy being the best ever if it weren’t for the Rigged Russian Witch Hunt they would be 25 points higher! Highly conflicted Bob Mueller &amp; the 17 Angry Democrats are using this Phony issue to hurt us in the Midterms. No Collusion!",-2.9,"negative",105208,2018-09-01,2018-01-01
"9707","....GWU Research to tell them how many people had died in Puerto Rico (how would they not know this?). This method was never done with previous hurricanes because other jurisdictions know how many people were killed. FIFTY TIMES LAST ORIGINAL NUMBER - NO WAY!",2018-09-15,15143,65392,"....GWU Research to tell them how many people had died in Puerto Rico (how would they not know this?). This method was never done with previous hurricanes because other jurisdictions know how many people were killed. FIFTY TIMES LAST ORIGINAL NUMBER - NO WAY!",-1,"negative",80535,2018-09-01,2018-01-01
"9708","“When Trump visited the island territory last October OFFICIALS told him in a briefing 16 PEOPLE had died from Maria.” The Washington Post. This was long AFTER the hurricane took place. Over many months it went to 64 PEOPLE. Then like magic “3000 PEOPLE KILLED.” They hired....",2018-09-15,16171,62263,"“When Trump visited the island territory last October OFFICIALS told him in a briefing 16 PEOPLE had died from Maria.” The Washington Post. This was long AFTER the hurricane took place. Over many months it went to 64 PEOPLE. Then like magic “3000 PEOPLE KILLED.” They hired....",-1.15,"negative",78434,2018-09-01,2018-01-01
"9717","John Kerry had illegal meetings with the very hostile Iranian Regime which can only serve to undercut our great work to the detriment of the American people. He told them to wait out the Trump Administration! Was he registered under the Foreign Agents Registration Act? BAD!",2018-09-14,39118,124575,"John Kerry had illegal meetings with the very hostile Iranian Regime which can only serve to undercut our great work to the detriment of the American people. He told them to wait out the Trump Administration! Was he registered under the Foreign Agents Registration Act? BAD!",-3.25,"negative",163693,2018-09-01,2018-01-01
"9722","The Wall Street Journal has it wrong we are under no pressure to make a deal with China they are under pressure to make a deal with us. Our markets are surging theirs are collapsing. We will soon be taking in Billions in Tariffs &amp; making products at home. If we meet we meet?",2018-09-13,23038,87737,"The Wall Street Journal has it wrong we are under no pressure to make a deal with China they are under pressure to make a deal with us. Our markets are surging theirs are collapsing. We will soon be taking in Billions in Tariffs &amp; making products at home. If we meet we meet?",-1.4,"negative",110775,2018-09-01,2018-01-01
"9727","More text messages between former FBI employees Peter Strzok and Lisa Page are a disaster and embarrassment to the FBI &amp; DOJ. This should never have happened but we are learning more and more by the hour. “Others were leaking like mad” in order to get the President! ........",2018-09-13,16690,59307,"More text messages between former FBI employees Peter Strzok and Lisa Page are a disaster and embarrassment to the FBI &amp; DOJ. This should never have happened but we are learning more and more by the hour. “Others were leaking like mad” in order to get the President! ........",-1.45,"negative",75997,2018-09-01,2018-01-01
"9737","We got A Pluses for our recent hurricane work in Texas and Florida (and did an unappreciated great job in Puerto Rico even though an inaccessible island with very poor electricity and a totally incompetent Mayor of San Juan). We are ready for the big one that is coming!",2018-09-12,16495,77537,"We got A Pluses for our recent hurricane work in Texas and Florida (and did an unappreciated great job in Puerto Rico even though an inaccessible island with very poor electricity and a totally incompetent Mayor of San Juan). We are ready for the big one that is coming!",-1.8,"negative",94032,2018-09-01,2018-01-01
"9738","“The President has absolutely demonstrated no wrongdoing whatsoever &amp; that the Special Counsel has no evidence of any wrongdoing. In other words it’s time to end this Witch Hunt.” @LouDobbs   Russian “collusion” was just an excuse by the Democrats for having lost the Election!",2018-09-12,17704,70293,"“The President has absolutely demonstrated no wrongdoing whatsoever &amp; that the Special Counsel has no evidence of any wrongdoing. In other words it’s time to end this Witch Hunt.” @LouDobbs Russian “collusion” was just an excuse by the Democrats for having lost the Election!",-1.8,"negative",87997,2018-09-01,2018-01-01
"9739","Crazy Maxine Waters: “After we impeach Trump we’ll go after Mike Pence. We’ll get him.”  @FoxNews  Where are the Democrats coming from? The best Economy in the history of our country would totally collapse if they ever took control!",2018-09-12,28470,109586,"Crazy Maxine Waters: “After we impeach Trump we’ll go after Mike Pence. We’ll get him.” @FoxNews Where are the Democrats coming from? The best Economy in the history of our country would totally collapse if they ever took control!",-1.6,"negative",138056,2018-09-01,2018-01-01
"9761","The Economy is soooo good perhaps the best in our country’s history (remember it’s the economy stupid!) that the Democrats are flailing &amp; lying like CRAZY! Phony books articles and T.V. “hits” like no other pol has had to endure-and they are losing big. Very dishonest people!",2018-09-10,22256,90056,"The Economy is soooo good perhaps the best in our country’s history (remember it’s the economy stupid!) that the Democrats are flailing &amp; lying like CRAZY! Phony books articles and T.V. “hits” like no other pol has had to endure-and they are losing big. Very dishonest people!",-3.55,"negative",112312,2018-09-01,2018-01-01
"9772","Wow NFL first game ratings are way down over an already really bad last year comparison. Viewership declined 13% the lowest in over a decade. If the players stood proudly for our Flag and Anthem and it is all shown on broadcast maybe ratings could come back? Otherwise worse!",2018-09-09,22782,106928,"Wow NFL first game ratings are way down over an already really bad last year comparison. Viewership declined 13% the lowest in over a decade. If the players stood proudly for our Flag and Anthem and it is all shown on broadcast maybe ratings could come back? Otherwise worse!",-1.55,"negative",129710,2018-09-01,2018-01-01
"9780","The Dems have tried every trick in the playbook-call me everything under the sun. But if I’m all of those terrible things how come I beat them so badly 306-223? Maybe they’re just not very good! The fact is they are going CRAZY only because they know they can’t beat me in 2020!",2018-09-09,29744,125431,"The Dems have tried every trick in the playbook-call me everything under the sun. But if I’m all of those terrible things how come I beat them so badly 306-223? Maybe they’re just not very good! The fact is they are going CRAZY only because they know they can’t beat me in 2020!",-1.4,"negative",155175,2018-09-01,2018-01-01
"9785","We are breaking all Jobs and Economic Records but importantly our Country has TREMENDOUS FUTURE POTENTIAL. We have just begun!",2018-09-08,24477,103159,"We are breaking all Jobs and Economic Records but importantly our Country has TREMENDOUS FUTURE POTENTIAL. We have just begun!",-1.1,"negative",127636,2018-09-01,2018-01-01
"9790","Under our horrible immigration laws the Government is frequently blocked from deporting criminal aliens with violent felony convictions. House GOP just passed a bill to increase our ability to deport violent felons (Crazy Dems opposed). Need to get this bill to my desk fast!",2018-09-07,30246,112398,"Under our horrible immigration laws the Government is frequently blocked from deporting criminal aliens with violent felony convictions. House GOP just passed a bill to increase our ability to deport violent felons (Crazy Dems opposed). Need to get this bill to my desk fast!",-4.7,"negative",142644,2018-09-01,2018-01-01
"9804","I’m draining the Swamp and the Swamp is trying to fight back. Don’t worry we will win!",2018-09-06,53170,203256,"I’m draining the Swamp and the Swamp is trying to fight back. Don’t worry we will win!",-1.35,"negative",256426,2018-09-01,2018-01-01
"9805","Does the so-called “Senior Administration Official” really exist or is it just the Failing New York Times with another phony source? If the GUTLESS anonymous person does indeed exist the Times must for National Security purposes turn him/her over to government at once!",2018-09-05,31916,120458,"Does the so-called “Senior Administration Official” really exist or is it just the Failing New York Times with another phony source? If the GUTLESS anonymous person does indeed exist the Times must for National Security purposes turn him/her over to government at once!",-2.2,"negative",152374,2018-09-01,2018-01-01
"9806","TREASON?",2018-09-05,34012,121342,"TREASON?",-1,"negative",155354,2018-09-01,2018-01-01
"9812","Just like the NFL whose ratings have gone WAY DOWN Nike is getting absolutely killed with anger and boycotts. I wonder if they had any idea that it would be this way? As far as the NFL is concerned I just find it hard to watch and always will until they stand for the FLAG!",2018-09-05,27547,121039,"Just like the NFL whose ratings have gone WAY DOWN Nike is getting absolutely killed with anger and boycotts. I wonder if they had any idea that it would be this way? As far as the NFL is concerned I just find it hard to watch and always will until they stand for the FLAG!",-2.4,"negative",148586,2018-09-01,2018-01-01
"9815","Isn’t it a shame that someone can write an article or book totally make up stories and form a picture of a person that is literally the exact opposite of the fact and get away with it without retribution or cost. Don’t know why Washington politicians don’t change libel laws?",2018-09-05,25541,114928,"Isn’t it a shame that someone can write an article or book totally make up stories and form a picture of a person that is literally the exact opposite of the fact and get away with it without retribution or cost. Don’t know why Washington politicians don’t change libel laws?",-1.55,"negative",140469,2018-09-01,2018-01-01
"9818","The already discredited Woodward book so many lies and phony sources has me calling Jeff Sessions “mentally retarded” and “a dumb southerner.” I said NEITHER never used those terms on anyone including Jeff and being a southerner is a GREAT thing. He made this up to divide!",2018-09-05,22078,87246,"The already discredited Woodward book so many lies and phony sources has me calling Jeff Sessions “mentally retarded” and “a dumb southerner.” I said NEITHER never used those terms on anyone including Jeff and being a southerner is a GREAT thing. He made this up to divide!",-2.7,"negative",109324,2018-09-01,2018-01-01
"9819","Sleepy Eyes Chuck Todd of Fake NBC News said it’s time for the Press to stop complaining and to start fighting back. Actually Chuck they’ve been doing that from the day I announced for President. They’ve gone all out and I WON and now they’re going CRAZY!",2018-09-05,26168,107623,"Sleepy Eyes Chuck Todd of Fake NBC News said it’s time for the Press to stop complaining and to start fighting back. Actually Chuck they’ve been doing that from the day I announced for President. They’ve gone all out and I WON and now they’re going CRAZY!",-3.2,"negative",133791,2018-09-01,2018-01-01
"9820","The Woodward book has already been refuted and discredited by General (Secretary of Defense) James Mattis and General (Chief of Staff) John Kelly. Their quotes were made up frauds a con on the public. Likewise other stories and quotes. Woodward is a Dem operative? Notice timing?",2018-09-04,23494,83890,"The Woodward book has already been refuted and discredited by General (Secretary of Defense) James Mattis and General (Chief of Staff) John Kelly. Their quotes were made up frauds a con on the public. Likewise other stories and quotes. Woodward is a Dem operative? Notice timing?",-1.8,"negative",107384,2018-09-01,2018-01-01
"9827","....looking to inflict pain and embarrassment to one of the most highly renowned jurists to ever appear before Congress. So sad to see!",2018-09-04,15490,66613,"....looking to inflict pain and embarrassment to one of the most highly renowned jurists to ever appear before Congress. So sad to see!",-2,"negative",82103,2018-09-01,2018-01-01
"9831","NBC FAKE NEWS which is under intense scrutiny over their killing the Harvey Weinstein story is now fumbling around making excuses for their probably highly unethical conduct. I have long criticized NBC and their journalistic standards-worse than even CNN. Look at their license?",2018-09-04,25962,104415,"NBC FAKE NEWS which is under intense scrutiny over their killing the Harvey Weinstein story is now fumbling around making excuses for their probably highly unethical conduct. I have long criticized NBC and their journalistic standards-worse than even CNN. Look at their license?",-3.85,"negative",130377,2018-09-01,2018-01-01
"9832","President Bashar al-Assad of Syria must not recklessly attack Idlib Province. The Russians and Iranians would be making a grave humanitarian mistake to take part in this potential human tragedy. Hundreds of thousands of people could be killed. Don’t let that happen!",2018-09-03,22823,88416,"President Bashar al-Assad of Syria must not recklessly attack Idlib Province. The Russians and Iranians would be making a grave humanitarian mistake to take part in this potential human tragedy. Hundreds of thousands of people could be killed. Don’t let that happen!",-3.25,"negative",111239,2018-09-01,2018-01-01
